No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,aaaa
52285,2015,12,19,12,4,25,30,24,1,50.08,1033,11,NE,4,NA,NA,bbbb
52286,2015,12,19,13,4,26,32,28,2,53.81,1032,11,NE,8,NA,NA,bbbb
52287,2015,12,19,14,4,27,28,27,2,53.81,1031,11,SE,4,NA,NA,bbbb
52288,2015,12,19,15,4,25,30,29,3,57.77,1032,11,NE,4,NA,NA,bbbb
52289,2015,12,19,16,4,28,33,32,2,57.51,1031,10,NE,9,NA,NA,bbbb
52290,2015,12,19,17,4,30,38,32,2,57.51,1032,10,NE,12,NA,NA,bbbb
52291,2015,12,19,18,4,34,42,35,3,61.76,1031,10,NE,17,NA,NA,bbbb
52292,2015,12,19,19,4,32,43,33,3,61.76,1031,10,NE,20,NA,NA,bbbb
52293,2015,12,19,20,4,36,37,37,3,61.76,1031,10,NE,23,NA,NA,bbbb
52294,2015,12,19,21,4,32,28,39,3,61.76,1030,10,NE,27,NA,NA,bbbb
52295,2015,12,19,22,4,27,36,29,3,57.77,1031,11,NE,30,NA,NA,bbbb
52296,2015,12,19,23,4,24,33,24,4,62,1031,11,NE,33,NA,NA,bbbb
52297,2015,12,20,0,4,24,29,28,5,71.07,1030,10,SE,3,NA,NA,bbbb
52298,2015,12,20,1,4,27,32,30,6,76.18,1030,10,NE,3,NA,NA,bbbb
52299,2015,12,20,2,4,28,28,25,7,81.61,1029,10,NE,5,NA,NA,bbbb
52300,2015,12,20,3,4,29,31,28,7,81.61,1029,10,NE,7,NA,NA,bbbb
52301,2015,12,20,4,4,30,30,30,7,81.61,1028,10,NE,11,NA,NA,bbbb
52302,2015,12,20,5,4,28,30,29,7,81.61,1027,10,NE,13,NA,NA,bbbb
52303,2015,12,20,6,4,27,31,31,8,87.38,1028,10,NE,15,NA,NA,bbbb
52304,2015,12,20,7,4,30,34,30,8,87.38,1028,10,NE,17,NA,NA,bbbb
52305,2015,12,20,8,4,28,29,29,8,87.38,1028,10,NE,18,NA,NA,bbbb
52306,2015,12,20,9,4,29,37,31,9,93.5,1029,10,cv,1,NA,NA,bbbb
52307,2015,12,20,10,4,34,34,35,9,93.5,1028,10,cv,2,NA,NA,bbbb
52308,2015,12,20,11,4,40,37,36,10,93.55,1027,11,NE,2,NA,NA,bbbb
52309,2015,12,20,12,4,43,39,44,10,93.55,1026,11,cv,1,NA,NA,bbbb
52310,2015,12,20,13,4,40,41,46,10,93.55,1025,11,cv,2,NA,NA,bbbb
52311,2015,12,20,14,4,40,51,47,10,93.55,1024,11,NW,3,NA,NA,bbbb
52312,2015,12,20,15,4,56,54,51,10,100,1024,10,NW,5,NA,NA,bbbb
52313,2015,12,20,16,4,82,79,72,9,93.5,1025,10,NW,8,NA,NA,bbbb
52314,2015,12,20,17,4,71,61,70,9,93.5,1025,10,NW,10,NA,NA,bbbb
52315,2015,12,20,18,4,64,59,60,9,93.5,1025,10,NW,12,NA,NA,bbbb
52316,2015,12,20,19,4,69,72,67,9,93.5,1026,10,NW,15,NA,NA,bbbb
52317,2015,12,20,20,4,67,70,67,8,93.45,1026,9,NW,20,NA,NA,bbbb
52318,2015,12,20,21,4,89,103,94,7,93.4,1027,8,NW,26,NA,NA,bbbb
52319,2015,12,20,22,4,102,95,120,7,93.4,1027,8,NW,30,NA,NA,bbbb
52320,2015,12,20,23,4,96,95,113,7,93.4,1027,8,NW,35,NA,NA,bbbb
52321,2015,12,21,0,4,NA,93,100,6,93.35,1027,7,NW,40,NA,NA,bbbb
52322,2015,12,21,1,4,98,95,100,5,87.09,1027,7,NW,43,NA,NA,bbbb
52323,2015,12,21,2,4,102,111,111,5,93.29,1027,6,NW,46,NA,NA,bbbb
52324,2015,12,21,3,4,121,136,115,5,93.29,1027,6,NW,50,NA,NA,bbbb
52325,2015,12,21,4,4,141,158,133,5,93.29,1027,6,NW,53,NA,NA,bbbb
52326,2015,12,21,5,4,162,162,149,5,93.29,1027,6,NW,56,NA,NA,bbbb
52327,2015,12,21,6,4,164,162,149,4,86.99,1028,6,NW,59,NA,NA,bbbb
52328,2015,12,21,7,4,159,152,153,4,93.24,1028,5,NW,62,NA,NA,bbbb
52329,2015,12,21,8,4,159,160,158,4,86.99,1029,6,NW,66,NA,NA,bbbb
52330,2015,12,21,9,4,174,178,164,4,86.99,1030,6,NE,3,NA,NA,bbbb
52331,2015,12,21,10,4,181,187,175,4,81.2,1030,7,NW,2,NA,NA,bbbb
52332,2015,12,21,11,4,195,187,185,4,75.84,1029,8,NE,3,NA,NA,bbbb
52333,2015,12,21,12,4,192,183,201,4,70.88,1028,9,NE,6,NA,NA,bbbb
52334,2015,12,21,13,4,189,173,189,5,71.07,1027,10,NE,9,NA,NA,bbbb
52335,2015,12,21,14,4,165,146,185,4,66.27,1027,10,NE,12,NA,NA,bbbb
52336,2015,12,21,15,4,145,144,149,4,66.27,1027,10,NE,14,NA,NA,bbbb
52337,2015,12,21,16,4,142,139,147,4,70.88,1027,9,NE,17,NA,NA,bbbb
52338,2015,12,21,17,4,129,124,134,4,70.88,1028,9,NE,21,NA,NA,bbbb
52339,2015,12,21,18,4,116,118,123,4,70.88,1028,9,NE,24,NA,NA,bbbb
52340,2015,12,21,19,4,118,116,117,5,76.01,1027,9,SE,4,NA,NA,bbbb
52341,2015,12,21,20,4,100,104,115,5,76.01,1027,9,SE,6,NA,NA,bbbb
52342,2015,12,21,21,4,95,93,106,5,76.01,1028,9,NE,1,NA,NA,bbbb
52343,2015,12,21,22,4,94,99,98,5,81.34,1028,8,NE,2,NA,NA,bbbb
52344,2015,12,21,23,4,95,98,102,5,76.01,1027,9,NE,3,NA,NA,bbbb
52345,2015,12,22,0,4,94,94,104,5,81.34,1027,8,cv,1,0,0,bbbb
52346,2015,12,22,1,4,92,90,96,5,81.34,1027,8,cv,1,0,0,bbbb
52347,2015,12,22,2,4,89,87,92,6,81.48,1026,9,NE,3,NA,NA,bbbb
52348,2015,12,22,3,4,91,88,94,5,87.09,1026,7,NW,2,0,0,bbbb
52349,2015,12,22,4,4,97,103,99,6,93.35,1025,7,cv,0,0,0,bbbb
52350,2015,12,22,5,4,101,101,106,6,93.35,1025,7,cv,0,0,0,bbbb
52351,2015,12,22,6,4,83,77,105,7,93.4,1024,8,SE,3,NA,NA,bbbb
52352,2015,12,22,7,4,71,80,101,7,87.28,1025,9,SE,6,0,0,bbbb
52353,2015,12,22,8,4,73,76,90,9,93.5,1025,10,NW,2,0,0,bbbb
52354,2015,12,22,9,4,77,72,75,9,81.88,1025,12,NE,1,0,0,bbbb
52355,2015,12,22,10,4,67,68,74,10,76.84,1025,14,SE,4,0,0,bbbb
52356,2015,12,22,11,4,62,67,68,10,76.84,1025,14,SE,7,0,0,bbbb
52357,2015,12,22,12,4,65,64,62,11,77.01,1024,15,SE,10,0,0,bbbb
52358,2015,12,22,13,4,71,61,64,11,77.01,1022,15,SE,13,0,0,bbbb
52359,2015,12,22,14,4,73,69,77,12,77.17,1021,16,SE,16,0,0,bbbb
52360,2015,12,22,15,4,77,69,77,12,82.27,1021,15,SE,18,0,0,bbbb
52361,2015,12,22,16,4,77,74,78,12,82.27,1021,15,SE,20,NA,NA,bbbb
52362,2015,12,22,17,4,75,86,75,12,87.75,1021,14,SW,2,0,0,bbbb
52363,2015,12,22,18,4,104,95,82,11,82.14,1021,14,SW,4,0,0,bbbb
52364,2015,12,22,19,4,107,98,77,11,82.14,1022,14,NW,4,0.1,0.1,bbbb
52365,2015,12,22,20,4,115,107,127,12,93.65,1021,13,cv,1,0,0,bbbb
52366,2015,12,22,21,4,142,142,160,11,87.66,1021,13,cv,2,0,0,bbbb
52367,2015,12,22,22,4,156,135,157,11,87.66,1022,13,NW,3,0,0,bbbb
52368,2015,12,22,23,4,136,139,140,11,87.66,1022,13,NW,7,0,0,bbbb
52369,2015,12,23,0,4,127,126,140,10,87.57,1021,12,NW,12,0,0,bbbb
52370,2015,12,23,1,4,133,166,182,10,93.55,1021,11,NW,16,0,0,bbbb
52371,2015,12,23,2,4,225,284,251,10,93.55,1021,11,NW,21,0.1,0.1,bbbb
52372,2015,12,23,3,4,279,266,255,9,93.5,1021,10,NW,25,0,0,bbbb
52373,2015,12,23,4,4,242,229,241,9,93.5,1021,10,NW,30,0,0,bbbb
52374,2015,12,23,5,4,225,231,241,8,87.38,1021,10,NW,34,0,0,bbbb
52375,2015,12,23,6,4,241,237,252,7,87.28,1022,9,NW,37,0,0,bbbb
52376,2015,12,23,7,4,247,257,267,7,87.28,1023,9,NW,42,0,0,bbbb
52377,2015,12,23,8,4,249,242,272,7,87.28,1024,9,NW,48,0,0,bbbb
52378,2015,12,23,9,4,236,222,271,7,87.28,1024,9,NW,53,0,0,bbbb
52379,2015,12,23,10,4,236,234,248,7,87.28,1024,9,NW,57,0,0,bbbb
52380,2015,12,23,11,4,247,239,249,7,87.28,1023,9,NW,61,0,0,bbbb
52381,2015,12,23,12,4,231,176,245,7,81.61,1022,10,NW,65,0,0,bbbb
52382,2015,12,23,13,4,168,139,187,7,76.35,1022,11,NW,67,0,0,bbbb
52383,2015,12,23,14,4,151,154,148,7,76.35,1021,11,NW,71,0,0,bbbb
52384,2015,12,23,15,4,196,202,168,8,81.75,1021,11,NW,74,0,0,bbbb
52385,2015,12,23,16,4,220,215,206,8,81.75,1021,11,NE,4,0,0,bbbb
52386,2015,12,23,17,4,205,198,224,8,87.38,1021,10,NE,6,0,0,bbbb
52387,2015,12,23,18,4,203,183,203,8,87.38,1022,10,NE,10,0,0,bbbb
52388,2015,12,23,19,4,160,136,187,8,87.38,1022,10,NE,14,0,0,bbbb
52389,2015,12,23,20,4,125,NA,146,8,87.38,1022,10,NE,17,0,0,bbbb
52390,2015,12,23,21,4,99,106,111,9,93.5,1021,10,NE,20,0,0,bbbb
52391,2015,12,23,22,4,87,NA,96,9,93.5,1022,10,NE,23,0,0,bbbb
52392,2015,12,23,23,4,76,NA,70,9,87.47,1021,11,NE,25,0,0,bbbb
52393,2015,12,24,0,4,64,NA,53,9,87.47,1021,11,NE,27,0,0,bbbb
52394,2015,12,24,1,4,44,44,40,9,87.47,1021,11,NE,30,0,0,bbbb
52395,2015,12,24,2,4,44,NA,33,9,93.5,1021,10,NE,32,0,0,bbbb
52396,2015,12,24,3,4,34,36,25,9,93.5,1020,10,NE,34,0,0,bbbb
52397,2015,12,24,4,4,35,NA,28,9,93.5,1020,10,NE,37,0,0,bbbb
52398,2015,12,24,5,4,38,NA,33,8,87.38,1020,10,NE,41,0,0,bbbb
52399,2015,12,24,6,4,35,NA,34,8,87.38,1021,10,NE,44,0,0,bbbb
52400,2015,12,24,7,4,38,NA,32,8,87.38,1021,10,NE,49,0,0,bbbb
52401,2015,12,24,8,4,35,NA,30,8,81.75,1022,11,NE,52,0,0,bbbb
52402,2015,12,24,9,4,43,41,38,7,76.35,1022,11,NE,56,0,0,bbbb
52403,2015,12,24,10,4,52,NA,43,7,76.35,1023,11,NE,60,0,0,bbbb
52404,2015,12,24,11,4,55,62,51,8,81.75,1022,11,NE,65,0,0,bbbb
52405,2015,12,24,12,4,62,66,64,8,87.38,1022,10,NE,70,0.1,0.1,bbbb
52406,2015,12,24,13,4,59,NA,61,9,93.5,1022,10,NE,75,0,0,bbbb
52407,2015,12,24,14,4,57,NA,56,8,87.38,1022,10,NE,80,0,0,bbbb
52408,2015,12,24,15,4,63,NA,53,8,87.38,1022,10,NE,85,0,0,bbbb
52409,2015,12,24,16,4,64,NA,61,8,87.38,1022,10,NE,89,NA,NA,bbbb
52410,2015,12,24,17,4,64,NA,58,8,93.45,1023,9,NE,94,0.4,0.4,bbbb
52411,2015,12,24,18,4,59,NA,61,8,93.45,1024,9,NE,99,0.9,1.3,bbbb
52412,2015,12,24,19,4,68,NA,66,8,93.45,1024,9,NE,103,0.5,1.8,bbbb
52413,2015,12,24,20,4,82,85,76,8,93.45,1025,9,NE,107,0.7,2.5,bbbb
52414,2015,12,24,21,4,90,NA,91,8,93.45,1025,9,NE,111,0.7,3.2,bbbb
52415,2015,12,24,22,4,91,NA,96,7,87.28,1025,9,NW,4,0.2,3.4,bbbb
52416,2015,12,24,23,4,114,138,117,7,93.4,1026,8,NW,8,0.1,3.5,bbbb
52417,2015,12,25,0,4,145,161,138,7,93.4,1026,8,NW,12,0,0,bbbb
52418,2015,12,25,1,4,174,188,171,7,93.4,1026,8,NW,16,0,0,bbbb
52419,2015,12,25,2,4,202,210,199,7,93.4,1026,8,NW,20,0,0,bbbb
52420,2015,12,25,3,4,221,225,222,7,93.4,1026,8,NW,24,0,0,bbbb
52421,2015,12,25,4,4,230,222,236,6,87.19,1025,8,NW,28,0,0,bbbb
52422,2015,12,25,5,4,203,184,208,6,93.35,1025,7,NE,4,0,0,bbbb
52423,2015,12,25,6,4,170,158,175,5,87.09,1025,7,NE,7,0,0,bbbb
52424,2015,12,25,7,4,166,181,153,5,93.29,1026,6,NE,10,0,0,bbbb
52425,2015,12,25,8,4,199,211,184,4,86.99,1027,6,NW,4,0,0,bbbb
52426,2015,12,25,9,4,221,228,234,4,81.2,1027,7,NW,8,0,0,bbbb
52427,2015,12,25,10,4,244,228,248,4,75.84,1027,8,NW,11,0,0,bbbb
52428,2015,12,25,11,4,201,NA,198,2,61.51,1026,9,NW,15,0,0,bbbb
52429,2015,12,25,12,4,159,153,167,2,57.51,1025,10,NW,19,0,0,bbbb
52430,2015,12,25,13,4,152,151,171,2,57.51,1024,10,NW,24,0,0,bbbb
52431,2015,12,25,14,4,145,158,146,3,61.76,1023,10,NW,28,0,0,bbbb
52432,2015,12,25,15,4,160,145,146,3,61.76,1023,10,NW,32,0,0,bbbb
52433,2015,12,25,16,4,140,148,127,3,61.76,1023,10,NW,36,0,0,bbbb
52434,2015,12,25,17,4,151,147,145,3,66.05,1024,9,SW,3,NA,NA,bbbb
52435,2015,12,25,18,4,153,150,152,4,75.84,1024,8,SW,6,0,0,bbbb
52436,2015,12,25,19,4,147,141,155,4,75.84,1024,8,SW,8,NA,NA,bbbb
52437,2015,12,25,20,4,144,142,162,4,81.2,1024,7,NW,2,NA,NA,bbbb
52438,2015,12,25,21,4,154,154,169,4,86.99,1024,6,SW,2,NA,NA,bbbb
52439,2015,12,25,22,4,164,166,175,4,86.99,1024,6,SW,4,NA,NA,bbbb
52440,2015,12,25,23,4,178,177,182,4,86.99,1024,6,SW,6,NA,NA,bbbb
52441,2015,12,26,0,4,187,187,192,4,93.24,1024,5,SW,8,NA,NA,bbbb
52442,2015,12,26,1,4,194,NA,204,3,93.19,1024,4,SW,9,NA,NA,bbbb
52443,2015,12,26,2,4,192,NA,189,3,93.19,1024,4,SW,11,NA,NA,bbbb
52444,2015,12,26,3,4,160,NA,166,3,93.19,1023,4,SW,13,NA,NA,bbbb
52445,2015,12,26,4,4,145,144,150,4,93.24,1023,5,cv,0,NA,NA,bbbb
52446,2015,12,26,5,4,150,142,147,2,100,1023,2,SE,1,NA,NA,bbbb
52447,2015,12,26,6,4,157,NA,138,3,100,1023,3,SW,2,0,0,bbbb
52448,2015,12,26,7,4,136,100,99,4,100,1023,4,SW,4,0,0,bbbb
52449,2015,12,26,8,4,92,81,70,5,100,1024,5,SW,8,NA,NA,bbbb
52450,2015,12,26,9,4,81,85,67,6,100,1025,6,SW,11,0,0,bbbb
52451,2015,12,26,10,4,87,70,74,7,100,1025,7,SW,13,0,0,bbbb
52452,2015,12,26,11,4,80,64,68,6,81.48,1024,9,SW,16,0,0,bbbb
52453,2015,12,26,12,4,69,59,57,6,66.71,1023,12,SW,20,0,0,bbbb
52454,2015,12,26,13,4,58,55,51,4,54.35,1022,13,SW,25,0,0,bbbb
52455,2015,12,26,14,4,53,51,52,3,50.65,1022,13,SW,29,0,0,bbbb
52456,2015,12,26,15,4,52,60,54,2,44.2,1021,14,SW,32,0,0,bbbb
52457,2015,12,26,16,4,57,63,57,3,50.65,1022,13,SW,35,0,0,bbbb
52458,2015,12,26,17,4,60,57,59,3,54.08,1022,12,SW,37,0,0,bbbb
52459,2015,12,26,18,4,68,77,72,3,66.05,1023,9,SW,39,0,0,bbbb
52460,2015,12,26,19,4,73,65,74,3,66.05,1023,9,SE,3,NA,NA,bbbb
52461,2015,12,26,20,4,57,73,73,1,65.59,1023,7,SW,3,NA,NA,bbbb
52462,2015,12,26,21,4,57,67,79,1,65.59,1023,7,SE,1,NA,NA,bbbb
52463,2015,12,26,22,4,58,68,78,1,61.26,1024,8,SE,2,NA,NA,bbbb
52464,2015,12,26,23,4,60,75,76,3,75.67,1024,7,SE,5,NA,NA,bbbb
52465,2015,12,27,0,4,65,78,78,3,70.67,1024,8,cv,0,NA,NA,bbbb
52466,2015,12,27,1,4,66,71,75,3,75.67,1024,7,cv,0,NA,NA,bbbb
52467,2015,12,27,2,4,74,76,78,3,75.67,1024,7,cv,0,NA,NA,bbbb
52468,2015,12,27,3,4,75,77,82,4,81.2,1024,7,cv,0,NA,NA,bbbb
52469,2015,12,27,4,4,75,75,79,4,81.2,1025,7,NW,1,NA,NA,bbbb
52470,2015,12,27,5,4,77,79,78,4,81.2,1025,7,NE,2,NA,NA,bbbb
52471,2015,12,27,6,4,84,88,81,5,87.09,1026,7,NW,3,0,0,bbbb
52472,2015,12,27,7,4,97,96,92,4,81.2,1027,7,NE,2,NA,NA,bbbb
52473,2015,12,27,8,4,104,105,103,4,70.88,1027,9,NE,4,0,0,bbbb
52474,2015,12,27,9,4,114,128,120,5,71.07,1028,10,NE,6,0,0,bbbb
52475,2015,12,27,10,4,137,135,141,5,66.49,1029,11,NE,10,0,0,bbbb
52476,2015,12,27,11,4,107,71,124,7,71.47,1030,12,NE,16,0,0,bbbb
52477,2015,12,27,12,4,58,55,70,7,71.47,1029,12,NE,22,0,0,bbbb
52478,2015,12,27,13,4,49,48,55,6,76.18,1029,10,NE,28,0,0,bbbb
52479,2015,12,27,14,4,39,38,46,5,71.07,1030,10,NE,35,0,0,bbbb
52480,2015,12,27,15,4,33,43,39,5,76.01,1030,9,NE,42,0,0,bbbb
52481,2015,12,27,16,4,35,45,40,4,70.88,1031,9,NE,49,0,0,bbbb
52482,2015,12,27,17,4,37,49,39,4,75.84,1032,8,NE,56,0,0,bbbb
52483,2015,12,27,18,4,41,49,44,3,70.67,1033,8,NE,63,0,0,bbbb
52484,2015,12,27,19,4,42,49,43,3,70.67,1034,8,NE,70,0,0,bbbb
52485,2015,12,27,20,4,41,42,42,2,70.47,1034,7,NE,76,0,0,bbbb
52486,2015,12,27,21,4,33,35,38,2,70.47,1034,7,NE,82,0,0,bbbb
52487,2015,12,27,22,4,26,26,31,1,65.59,1035,7,NE,89,0,0,bbbb
52488,2015,12,27,23,4,23,27,24,1,70.27,1035,6,NE,95,0,0,bbbb
52489,2015,12,28,0,4,21,25,22,1,70.27,1035,6,NE,101,0,0,bbbb
52490,2015,12,28,1,4,20,27,21,0,75.14,1035,4,NE,104,0,0,bbbb
52491,2015,12,28,2,4,22,25,25,0,75.14,1035,4,NE,107,0,0,bbbb
52492,2015,12,28,3,4,21,28,24,0,80.63,1035,3,NE,110,0,0,bbbb
52493,2015,12,28,4,4,21,26,24,1,80.78,1035,4,NW,4,0,0,bbbb
52494,2015,12,28,5,4,26,24,26,1,80.78,1036,4,NE,4,0,0,bbbb
52495,2015,12,28,6,4,23,21,27,0,80.63,1036,3,NE,8,0,0,bbbb
52496,2015,12,28,7,4,17,27,19,0,80.63,1036,3,NE,12,0,0,bbbb
52497,2015,12,28,8,4,17,24,16,0,75.14,1037,4,NE,16,0,0,bbbb
52498,2015,12,28,9,4,15,21,18,0,65.36,1037,6,NE,19,0,0,bbbb
52499,2015,12,28,10,4,20,27,21,-2,56.45,1038,6,NE,24,0,0,bbbb
52500,2015,12,28,11,4,27,40,28,-2,52.7,1037,7,NW,6,0,0,bbbb
52501,2015,12,28,12,4,37,45,40,-2,49.22,1036,8,NE,5,0,0,bbbb
52502,2015,12,28,13,4,39,46,42,-2,49.22,1035,8,NE,11,0,0,bbbb
52503,2015,12,28,14,4,47,54,42,-1,52.98,1035,8,NW,5,0,0,bbbb
52504,2015,12,28,15,4,51,63,49,-2,52.7,1035,7,NE,5,0,0,bbbb
52505,2015,12,28,16,4,55,62,58,-1,56.72,1035,7,NW,5,0,0,bbbb
52506,2015,12,28,17,4,56,61,59,-2,56.45,1036,6,NE,4,0,0,bbbb
52507,2015,12,28,18,4,54,57,55,-1,65.13,1036,5,NE,8,0,0,bbbb
52508,2015,12,28,19,4,50,56,57,-1,65.13,1037,5,NE,11,0,0,bbbb
52509,2015,12,28,20,4,51,57,56,-1,65.13,1037,5,NE,15,0,0,bbbb
52510,2015,12,28,21,4,52,55,55,-2,60.51,1037,5,NE,19,0,0,bbbb
52511,2015,12,28,22,4,48,54,55,-2,64.9,1037,4,NE,21,0,0,bbbb
52512,2015,12,28,23,4,47,54,51,-2,69.64,1037,3,NE,22,0,0,bbbb
52513,2015,12,29,0,4,54,60,53,-1,69.85,1036,4,NW,1,0,0,bbbb
52514,2015,12,29,1,4,58,65,61,-1,74.96,1036,3,NW,3,0,0,bbbb
52515,2015,12,29,2,4,62,68,64,-1,74.96,1036,3,NW,4,0,0,bbbb
52516,2015,12,29,3,4,62,72,69,-1,74.96,1035,3,NE,2,0,0,bbbb
52517,2015,12,29,4,4,66,70,68,-1,74.96,1035,3,NE,3,0,0,bbbb
52518,2015,12,29,5,4,68,71,72,-1,80.49,1035,2,NE,5,0,0,bbbb
52519,2015,12,29,6,4,67,72,70,0,80.63,1035,3,NE,7,0,0,bbbb
52520,2015,12,29,7,4,64,71,68,-1,74.96,1034,3,NE,9,0,0,bbbb
52521,2015,12,29,8,4,60,73,68,1,80.78,1035,4,NW,2,0,0,bbbb
52522,2015,12,29,9,4,63,67,68,1,70.27,1036,6,NE,2,0,0,bbbb
52523,2015,12,29,10,4,62,70,66,0,56.99,1036,8,NE,3,0,0,bbbb
52524,2015,12,29,11,4,63,57,55,-1,46.29,1034,10,SE,2,0,0,bbbb
52525,2015,12,29,12,4,57,59,62,0,49.8,1033,10,SW,2,0,0,bbbb
52526,2015,12,29,13,4,56,63,55,0,46.58,1032,11,SW,4,0,0,bbbb
52527,2015,12,29,14,4,NA,55,52,0,46.58,1031,11,SE,2,0,0,bbbb
52528,2015,12,29,15,4,32,66,58,0,49.8,1031,10,SE,5,0,0,bbbb
52529,2015,12,29,16,4,59,58,65,0,49.8,1030,10,SE,8,0,0,bbbb
52530,2015,12,29,17,4,49,47,56,1,57.25,1031,9,SE,11,0,0,bbbb
52531,2015,12,29,18,4,42,45,46,1,61.26,1031,8,NE,4,0,0,bbbb
52532,2015,12,29,19,4,37,44,47,1,61.26,1031,8,SE,4,0,0,bbbb
52533,2015,12,29,20,4,36,39,48,2,70.47,1031,7,SE,7,0,0,bbbb
52534,2015,12,29,21,4,32,36,47,2,70.47,1031,7,SE,10,0,0,bbbb
52535,2015,12,29,22,4,34,38,45,2,70.47,1031,7,SE,12,NA,NA,bbbb
52536,2015,12,29,23,4,34,37,43,2,75.49,1031,6,cv,1,NA,NA,bbbb
52537,2015,12,30,0,4,33,37,41,2,70.47,1030,7,cv,1,NA,NA,bbbb
52538,2015,12,30,1,4,32,36,36,2,70.47,1030,7,cv,1,NA,NA,bbbb
52539,2015,12,30,2,4,32,35,39,2,75.49,1030,6,NE,1,NA,NA,bbbb
52540,2015,12,30,3,4,32,39,40,3,86.89,1030,5,cv,0,NA,NA,bbbb
52541,2015,12,30,4,4,31,36,38,2,80.92,1030,5,cv,0,NA,NA,bbbb
52542,2015,12,30,5,4,31,40,38,2,86.79,1029,4,NE,1,NA,NA,bbbb
52543,2015,12,30,6,4,41,41,39,1,86.68,1030,3,NE,3,NA,NA,bbbb
52544,2015,12,30,7,4,55,45,48,1,86.68,1030,3,cv,0,NA,NA,bbbb
52545,2015,12,30,8,4,68,54,65,4,86.99,1030,6,cv,0,NA,NA,bbbb
52546,2015,12,30,9,4,67,47,65,4,70.88,1031,9,cv,1,0,0,bbbb
52547,2015,12,30,10,4,58,70,60,5,71.07,1031,10,SW,2,0,0,bbbb
52548,2015,12,30,11,4,84,97,80,4,62,1030,11,NW,3,0,0,bbbb
52549,2015,12,30,12,4,99,99,89,4,58.03,1029,12,NW,6,0,0,bbbb
52550,2015,12,30,13,4,107,96,101,3,54.08,1028,12,NW,10,0,0,bbbb
52551,2015,12,30,14,4,108,105,104,2,50.36,1028,12,NW,13,0,0,bbbb
52552,2015,12,30,15,4,116,120,110,3,50.65,1028,13,NW,17,0,0,bbbb
52553,2015,12,30,16,4,128,124,123,3,54.08,1029,12,NW,21,0,0,bbbb
52554,2015,12,30,17,4,130,130,138,2,53.81,1029,11,NW,24,0,0,bbbb
52555,2015,12,30,18,4,139,141,144,2,57.51,1029,10,NW,28,NA,NA,bbbb
52556,2015,12,30,19,4,154,151,154,2,61.51,1030,9,NW,30,NA,NA,bbbb
52557,2015,12,30,20,4,168,168,174,3,66.05,1030,9,NW,33,0,0,bbbb
52558,2015,12,30,21,4,184,183,189,3,70.67,1031,8,NW,35,NA,NA,bbbb
52559,2015,12,30,22,4,186,171,184,3,70.67,1031,8,NW,37,NA,NA,bbbb
52560,2015,12,30,23,4,184,173,184,3,75.67,1032,7,SW,2,NA,NA,bbbb
52561,2015,12,31,0,4,183,181,181,3,75.67,1031,7,NW,3,0,0,bbbb
52562,2015,12,31,1,4,186,191,188,3,81.06,1032,6,NW,8,0,0,bbbb
52563,2015,12,31,2,4,200,207,203,3,81.06,1032,6,NW,12,0,0,bbbb
52564,2015,12,31,3,4,212,212,216,3,81.06,1032,6,NW,16,0,0,bbbb
52565,2015,12,31,4,4,207,204,211,3,81.06,1032,6,NE,5,0,0,bbbb
52566,2015,12,31,5,4,203,202,206,3,86.89,1033,5,NW,4,0,0,bbbb
52567,2015,12,31,6,4,200,199,200,2,86.79,1033,4,NW,8,0,0,bbbb
52568,2015,12,31,7,4,195,192,205,2,86.79,1034,4,NW,11,0,0,bbbb
52569,2015,12,31,8,4,196,189,214,3,86.89,1035,5,NW,15,0,0,bbbb
52570,2015,12,31,9,4,195,187,201,3,81.06,1036,6,NW,20,0,0,bbbb
52571,2015,12,31,10,4,184,160,177,2,65.82,1036,8,NW,23,0,0,bbbb
52572,2015,12,31,11,4,141,120,153,-1,49.51,1036,9,NE,6,0,0,bbbb
52573,2015,12,31,12,4,115,107,113,-2,43.01,1035,10,NE,12,0,0,bbbb
52574,2015,12,31,13,4,85,85,102,-3,39.93,1034,10,NW,4,0,0,bbbb
52575,2015,12,31,14,4,75,84,71,-4,37.05,1034,10,NE,4,0,0,bbbb
52576,2015,12,31,15,4,82,82,78,-2,43.01,1034,10,NW,5,0,0,bbbb
52577,2015,12,31,16,4,82,88,88,-2,46,1034,9,NE,5,0,0,bbbb
52578,2015,12,31,17,4,88,91,86,-2,52.7,1034,7,NE,9,0,0,bbbb
52579,2015,12,31,18,4,93,92,90,-2,60.51,1035,5,NE,12,0,0,bbbb
52580,2015,12,31,19,4,86,82,90,-1,65.13,1035,5,NE,15,0,0,bbbb
52581,2015,12,31,20,4,83,93,86,1,70.27,1035,6,NE,19,0,0,bbbb
52582,2015,12,31,21,4,85,90,95,1,70.27,1036,6,NE,22,0,0,bbbb
52583,2015,12,31,22,4,83,86,92,0,70.06,1035,5,NE,25,0,0,bbbb
52584,2015,12,31,23,4,NA,77,NA,0,70.06,1035,5,NE,27,0,0,bbbb
